customer_id,tenure_months,monthly_charges,contract,internet_service,payment_method,support_calls,senior_citizen,churn
C00432,24,115.76,One year,DSL,Credit card,0,0,0
C00433,23,59.9,Month-to-month,Fiber optic,Bank transfer,2,0,0
C00434,62,103.98,One year,Fiber optic,Electronic check,2,0,0
C00435,37,38.85,Month-to-month,Fiber optic,Electronic check,3,0,0
C00436,12,87.25,One year,No,Bank transfer,3,0,1
C00437,55,117.7,Month-to-month,DSL,Credit card,1,0,0
C00438,13,30.19,Two year,DSL,Electronic check,0,1,0
C00439,23,20.83,Month-to-month,No,Mailed check,1,0,0
C00440,30,63.36,Two year,Fiber optic,Electronic check,1,0,0
C00441,17,29.26,Month-to-month,Fiber optic,Credit card,2,0,1
C00442,62,94.84,One year,Fiber optic,Mailed check,1,0,1
C00443,13,111.45,Month-to-month,DSL,Electronic check,1,1,1
C00444,59,63.4,Two year,Fiber optic,Credit card,0,0,0
C00445,19,45.87,Month-to-month,,Credit card,1,1,1
C00446,49,63.44,Month-to-month,DSL,Electronic check,1,0,0
C00447,12,92.34,Month-to-month,DSL,Credit card,1,0,1
C00448,61,20.91,Month-to-month,No,Bank transfer,3,0,0
C00449,19,78.95,Month-to-month,DSL,Mailed check,1,0,0
C00450,9,81.33,Two year,Fiber optic,Bank transfer,0,0,0
C00451,71,83.77,Two year,No,Electronic check,1,0,0
C00452,28,44.2,Month-to-month,Fiber optic,Bank transfer,2,0,1
C00453,52,91.41,Two year,Fiber optic,Electronic check,1,0,0
C00454,16,29.14,Month-to-month,Fiber optic,Electronic check,2,0,1
C00455,69,39.93,Month-to-month,DSL,Credit card,2,0,1
C00456,12,107.75,One year,Fiber optic,Credit card,2,0,0
C00457,25,93.87,One year,Fiber optic,Electronic check,0,0,1
C00458,52,21.37,Two year,No,Mailed check,0,1,0
C00459,53,44.84,Month-to-month,No,Mailed check,0,0,1
C00460,23,41.44,One year,No,Mailed check,2,0,0
C00461,16,47.08,Month-to-month,No,Bank transfer,0,0,0
C00462,57,44.76,Month-to-month,Fiber optic,Electronic check,4,0,0
C00463,39,26.25,Month-to-month,Fiber optic,Credit card,0,0,0
C00464,53,65.89,Two year,,Bank transfer,0,1,0
C00465,42,93.27,Two year,Fiber optic,Bank transfer,0,0,0
C00466,58,80.67,One year,No,Credit card,1,0,0
C00467,39,,Month-to-month,Fiber optic,Electronic check,1,0,1
C00468,14,28.11,Month-to-month,Fiber optic,Bank transfer,1,1,0
C00469,5,115.15,Month-to-month,Fiber optic,Electronic check,0,0,1
C00470,35,103.85,Month-to-month,No,Electronic check,1,0,1
C00471,18,100.51,Month-to-month,DSL,Electronic check,0,0,0
C00472,9,102.3,One year,Fiber optic,Credit card,4,0,0
C00473,58,113.27,Month-to-month,Fiber optic,Electronic check,1,0,0
C00474,17,74.43,Month-to-month,DSL,Bank transfer,0,0,1
C00475,7,40.03,Month-to-month,Fiber optic,Credit card,0,0,1
C00476,46,81.68,Month-to-month,Fiber optic,Credit card,1,0,0
C00477,13,94.29,Month-to-month,,Bank transfer,1,0,1
C00478,40,93.79,Two year,DSL,Credit card,1,0,0
C00479,42,72.14,One year,Fiber optic,Bank transfer,1,0,0
C00480,9,26.85,Two year,Fiber optic,Mailed check,1,0,0
C00481,50,,Month-to-month,Fiber optic,Bank transfer,0,0,0
C00482,27,112.08,Month-to-month,DSL,Credit card,2,0,0
C00483,66,78.44,Month-to-month,No,Bank transfer,0,0,0
C00484,5,73.83,Two year,Fiber optic,Mailed check,0,1,0
C00485,29,46.89,One year,Fiber optic,Electronic check,3,1,1
C00486,37,56.84,Month-to-month,Fiber optic,Electronic check,4,0,1
C00487,38,109.53,Month-to-month,Fiber optic,Electronic check,3,0,0
C00488,8,86.65,Month-to-month,Fiber optic,Credit card,0,0,0
C00489,65,98.74,One year,Fiber optic,Mailed check,1,1,0
C00490,17,65.43,Two year,Fiber optic,Bank transfer,2,0,1
C00491,71,83.02,One year,Fiber optic,Bank transfer,0,0,0
C00492,45,44.84,Month-to-month,Fiber optic,Bank transfer,0,0,1
C00493,4,90.55,Month-to-month,DSL,Bank transfer,0,1,1
C00494,36,62.76,Month-to-month,Fiber optic,Credit card,3,0,0
C00495,70,,Month-to-month,DSL,Credit card,1,0,0
C00496,31,84.93,Month-to-month,DSL,Mailed check,1,0,0
C00497,19,113.63,One year,No,Bank transfer,0,0,0
C00498,61,26.4,One year,Fiber optic,Electronic check,0,0,0
C00499,54,102.47,Month-to-month,Fiber optic,Credit card,0,1,1
C00500,39,49.24,Two year,Fiber optic,Mailed check,0,1,0
C00501,19,64.39,Month-to-month,No,Mailed check,1,0,1
C00502,39,22.19,Month-to-month,Fiber optic,Credit card,4,0,1
C00503,67,50.1,Month-to-month,Fiber optic,Electronic check,1,0,0
C00504,45,70.26,Month-to-month,Fiber optic,Electronic check,3,0,0
C00505,13,25.62,Month-to-month,No,Bank transfer,1,1,0
C00506,58,69.11,Month-to-month,No,Credit card,0,0,1
C00507,20,112.71,Month-to-month,No,Electronic check,3,0,1
C00508,61,30.54,Two year,DSL,Credit card,3,1,0
C00509,39,96.44,Month-to-month,DSL,Mailed check,1,0,0
C00510,1,60.97,Month-to-month,DSL,Mailed check,1,0,1
C00511,3,85.52,Month-to-month,DSL,Mailed check,0,1,1
C00512,62,46.02,One year,No,Credit card,2,0,1
C00513,63,35.95,Month-to-month,DSL,Bank transfer,2,0,1
C00514,25,,Two year,DSL,Bank transfer,1,0,0
C00515,56,27.05,Month-to-month,DSL,Electronic check,1,0,1
C00516,33,38.56,Month-to-month,DSL,Credit card,1,0,0
C00517,38,86.42,One year,DSL,Bank transfer,0,0,0
C00518,6,108.17,Month-to-month,Fiber optic,Credit card,1,0,1
C00519,58,101.41,Month-to-month,Fiber optic,Bank transfer,0,0,1
C00520,44,88.51,Month-to-month,DSL,Mailed check,0,0,0
C00521,45,31.04,One year,Fiber optic,Mailed check,2,0,1
C00522,32,48.92,Month-to-month,Fiber optic,Electronic check,3,1,0
C00523,45,50.98,Month-to-month,DSL,Mailed check,2,0,0
C00524,61,45.0,Two year,Fiber optic,Bank transfer,2,0,1
C00525,47,71.5,Month-to-month,Fiber optic,Electronic check,1,0,0
C00526,21,73.56,Two year,Fiber optic,Electronic check,0,0,0
C00527,36,55.69,One year,Fiber optic,Mailed check,0,0,0
C00528,19,55.38,Month-to-month,DSL,Credit card,3,0,0
C00529,20,102.86,Month-to-month,No,Mailed check,2,0,0
C00530,57,98.93,Month-to-month,No,Mailed check,1,0,1
C00531,18,50.78,One year,No,Electronic check,0,1,1
C00532,47,111.38,One year,DSL,Mailed check,2,0,0
C00533,49,115.28,One year,No,Bank transfer,0,1,0
C00534,14,52.67,Two year,No,Electronic check,0,0,0
C00535,15,55.44,One year,No,Mailed check,0,0,0
C00536,31,70.56,Month-to-month,DSL,Credit card,0,0,1
C00537,1,114.11,Month-to-month,Fiber optic,Bank transfer,1,0,1
C00538,54,107.63,Two year,No,Credit card,2,1,0
C00539,3,30.26,Month-to-month,Fiber optic,Bank transfer,0,0,0
C00540,16,59.27,Month-to-month,Fiber optic,Credit card,0,0,1
C00541,57,75.34,One year,No,Mailed check,1,0,0
C00542,12,70.31,Month-to-month,Fiber optic,Bank transfer,0,0,1
C00543,16,39.39,Two year,Fiber optic,Electronic check,0,0,0
C00544,24,105.88,One year,Fiber optic,Electronic check,4,0,1
C00545,28,87.69,Month-to-month,No,Credit card,1,0,0
C00546,8,103.79,Two year,,Credit card,0,0,0
C00547,36,105.88,Month-to-month,Fiber optic,Credit card,0,1,1
C00548,8,94.84,Month-to-month,Fiber optic,Bank transfer,0,0,0
C00549,58,63.92,Month-to-month,Fiber optic,Electronic check,0,0,0
C00550,60,81.05,Month-to-month,Fiber optic,Mailed check,0,0,1
C00551,50,36.04,Month-to-month,No,Bank transfer,1,1,0
C00552,28,87.36,Month-to-month,No,Credit card,2,0,0
C00553,41,37.93,Month-to-month,DSL,Electronic check,1,0,0
C00554,64,89.39,Month-to-month,Fiber optic,Credit card,0,0,0
C00555,27,42.96,One year,DSL,Mailed check,0,0,0
C00556,63,31.76,Two year,DSL,Mailed check,2,0,0
C00557,17,36.53,Month-to-month,Fiber optic,Electronic check,0,0,0
C00558,33,20.2,Month-to-month,No,Bank transfer,1,0,0
C00559,29,91.87,Month-to-month,No,Mailed check,1,0,0
C00560,13,93.24,Month-to-month,DSL,Mailed check,1,0,0
C00561,46,71.49,One year,DSL,Mailed check,1,0,0
C00562,35,36.14,One year,Fiber optic,Mailed check,2,1,0
C00563,6,28.36,Month-to-month,Fiber optic,Credit card,6,1,1
C00564,69,21.91,Month-to-month,DSL,Credit card,4,0,0
C00565,47,36.57,Month-to-month,No,Bank transfer,3,0,0
C00566,25,109.09,One year,No,Electronic check,4,0,1
C00567,66,44.15,Month-to-month,Fiber optic,Electronic check,0,0,0
C00568,10,55.43,Two year,No,Electronic check,2,0,0
C00569,56,30.53,One year,Fiber optic,Mailed check,0,1,0
C00570,30,42.24,Month-to-month,Fiber optic,Credit card,4,0,0
C00571,5,71.92,One year,,Credit card,1,0,1
C00572,33,80.78,Two year,DSL,Bank transfer,1,0,0
C00573,65,,One year,No,Electronic check,2,0,0
C00574,18,25.77,Month-to-month,Fiber optic,Credit card,1,0,1
C00575,49,59.1,Month-to-month,,Bank transfer,1,1,0
C00576,11,43.42,Two year,Fiber optic,Electronic check,0,0,0
C00577,26,41.96,One year,DSL,Mailed check,1,0,0
C00578,63,115.99,One year,DSL,Credit card,2,1,1
C00579,59,81.63,Two year,Fiber optic,Credit card,0,0,0
C00580,27,75.69,Two year,Fiber optic,Electronic check,2,0,0
C00581,49,61.58,Two year,DSL,Mailed check,2,0,0
C00582,33,62.89,Month-to-month,Fiber optic,Mailed check,0,0,1
C00583,1,74.09,Month-to-month,Fiber optic,Credit card,2,0,1
C00584,21,89.64,One year,Fiber optic,Electronic check,2,0,0
C00585,55,90.21,One year,Fiber optic,Bank transfer,3,0,0
C00586,6,37.17,One year,No,Credit card,1,0,0
C00587,69,70.01,Month-to-month,Fiber optic,Mailed check,1,0,0
C00588,5,61.2,One year,Fiber optic,Bank transfer,1,0,0
C00589,3,107.05,One year,DSL,Electronic check,2,0,0
C00590,53,83.14,Month-to-month,DSL,Mailed check,2,0,0
C00591,23,73.25,Month-to-month,DSL,Bank transfer,2,0,0
C00592,53,31.54,Month-to-month,Fiber optic,Credit card,1,0,0
C00593,37,80.56,Month-to-month,DSL,Mailed check,1,0,0
C00594,17,31.72,Month-to-month,DSL,Electronic check,1,1,1
C00595,1,53.72,Month-to-month,Fiber optic,Mailed check,2,1,1
C00596,51,34.28,Month-to-month,DSL,Credit card,3,1,0
C00597,45,,One year,DSL,Electronic check,2,0,1
C00598,4,40.63,One year,DSL,Credit card,1,0,0
C00599,62,59.19,Two year,Fiber optic,Bank transfer,0,0,0
C00600,65,109.57,Month-to-month,DSL,Mailed check,4,0,1
C00601,32,40.43,Month-to-month,Fiber optic,Credit card,0,0,0
C00602,34,70.78,Two year,Fiber optic,Bank transfer,2,0,0
C00603,39,,Month-to-month,Fiber optic,Electronic check,2,0,1
C00604,26,21.81,Two year,Fiber optic,Electronic check,2,0,0
C00605,34,99.28,Two year,No,Bank transfer,2,0,0
C00606,54,26.9,Month-to-month,DSL,Bank transfer,2,0,1
C00607,3,67.43,Two year,DSL,Electronic check,0,0,1
C00608,50,76.07,Month-to-month,DSL,Credit card,0,0,1
C00609,12,82.84,Month-to-month,DSL,Bank transfer,1,1,1
C00610,65,88.86,One year,DSL,Credit card,1,0,0
C00611,54,,Month-to-month,DSL,Electronic check,1,0,0
C00612,5,21.0,Two year,Fiber optic,Credit card,1,1,1
C00613,57,92.34,Month-to-month,Fiber optic,Credit card,1,0,0
C00614,17,73.57,Month-to-month,Fiber optic,Bank transfer,1,0,1
C00615,47,103.61,One year,Fiber optic,Credit card,0,0,0
C00616,23,102.14,One year,DSL,Credit card,1,0,0
C00617,14,104.33,Month-to-month,DSL,Credit card,2,0,0
C00618,66,68.51,Month-to-month,Fiber optic,Electronic check,3,0,0
C00619,51,53.36,Two year,DSL,Electronic check,1,0,0
C00620,38,99.16,Month-to-month,DSL,Mailed check,2,0,0
C00621,64,65.13,Two year,Fiber optic,Electronic check,4,0,0
C00622,38,38.34,One year,No,Electronic check,0,0,1
C00623,50,105.5,One year,Fiber optic,Mailed check,1,0,0
C00624,30,108.26,One year,DSL,Mailed check,1,0,0
C00625,51,66.63,Month-to-month,No,Bank transfer,4,1,1
C00626,63,27.57,One year,Fiber optic,Bank transfer,0,0,0
C00627,52,58.78,Two year,Fiber optic,Electronic check,1,1,0
C00628,38,100.35,Month-to-month,No,Credit card,1,0,0
C00629,30,110.18,Two year,Fiber optic,Bank transfer,2,0,1
C00630,51,40.35,Month-to-month,DSL,Bank transfer,1,0,0
C00631,5,26.7,Month-to-month,Fiber optic,Electronic check,2,0,1
C00632,29,107.74,Month-to-month,Fiber optic,Credit card,1,0,1
C00633,4,58.94,Two year,Fiber optic,Mailed check,1,0,0
C00634,10,74.18,Month-to-month,Fiber optic,Mailed check,1,0,0
C00635,56,116.81,Two year,No,Electronic check,0,1,0
C00636,17,26.66,Two year,No,Electronic check,0,0,0
C00637,17,84.83,Month-to-month,No,Credit card,1,0,0
C00638,69,27.41,Month-to-month,No,Electronic check,2,0,0
C00639,34,57.55,One year,No,Electronic check,1,0,0
C00640,6,100.38,Month-to-month,DSL,Electronic check,0,1,1
C00641,53,63.35,One year,DSL,Credit card,2,0,0
C00642,66,119.72,Month-to-month,Fiber optic,Electronic check,1,0,0
C00643,43,75.91,Month-to-month,No,Bank transfer,2,0,0
C00644,23,52.12,One year,Fiber optic,Credit card,1,0,0
C00645,55,42.01,Month-to-month,Fiber optic,Bank transfer,2,0,0
C00646,16,55.05,Month-to-month,DSL,Credit card,0,0,0
C00647,8,57.25,Month-to-month,DSL,Bank transfer,3,0,0
C00648,4,26.87,Month-to-month,Fiber optic,Credit card,0,0,0
C00649,4,56.96,Month-to-month,DSL,Mailed check,3,0,1
C00650,56,66.42,Two year,Fiber optic,Electronic check,2,0,0
C00651,25,92.27,Month-to-month,DSL,Electronic check,0,0,0
C00652,67,85.67,Month-to-month,,Credit card,0,0,0
C00653,67,90.88,One year,Fiber optic,Bank transfer,1,0,0
C00654,27,20.84,Month-to-month,Fiber optic,Mailed check,1,0,1
C00655,32,41.77,Month-to-month,Fiber optic,Bank transfer,1,0,1
C00656,50,86.17,Two year,DSL,Electronic check,1,0,0
C00657,61,68.4,One year,No,Electronic check,1,1,0
C00658,51,20.53,One year,Fiber optic,Bank transfer,4,0,0
C00659,19,100.45,One year,Fiber optic,Credit card,5,0,1
C00660,21,97.28,Month-to-month,Fiber optic,Credit card,0,0,1
C00661,5,74.84,One year,DSL,Bank transfer,0,0,0
C00662,42,26.65,Month-to-month,No,Electronic check,0,1,1
C00663,61,96.65,Month-to-month,Fiber optic,Bank transfer,4,1,1
C00664,22,78.37,Month-to-month,Fiber optic,Electronic check,1,0,0
C00665,21,98.2,Month-to-month,DSL,Bank transfer,3,0,1
C00666,70,95.17,Month-to-month,No,Credit card,1,0,0
C00667,1,100.3,Two year,Fiber optic,Mailed check,1,0,0
C00668,5,71.8,Month-to-month,DSL,Electronic check,2,0,1
C00669,12,34.03,Month-to-month,DSL,Mailed check,2,0,1
C00670,46,87.12,Month-to-month,No,Credit card,1,0,0
C00671,34,82.05,Month-to-month,Fiber optic,Bank transfer,0,1,0
C00672,49,94.23,One year,Fiber optic,Credit card,1,1,0
C00673,45,36.99,Month-to-month,Fiber optic,Mailed check,2,1,1
C00674,27,39.5,Month-to-month,Fiber optic,Credit card,2,0,0
C00675,26,109.04,Month-to-month,Fiber optic,Credit card,0,0,1
C00676,47,95.0,One year,DSL,Bank transfer,1,0,0
C00677,56,110.82,Month-to-month,Fiber optic,Mailed check,2,0,1
C00678,63,95.87,Month-to-month,No,Mailed check,3,0,0
C00679,48,79.72,Month-to-month,DSL,Mailed check,3,0,1
C00680,61,85.41,Month-to-month,Fiber optic,Electronic check,0,0,0
C00681,26,108.91,Month-to-month,Fiber optic,Credit card,1,0,1
C00682,36,77.88,One year,Fiber optic,Mailed check,2,0,0
C00683,1,83.24,One year,No,Credit card,2,0,1
C00684,8,35.65,Two year,Fiber optic,Bank transfer,3,0,0
C00685,52,67.39,Month-to-month,DSL,Bank transfer,1,0,0
C00686,47,91.64,Month-to-month,No,Electronic check,1,0,0
C00687,56,47.09,Month-to-month,Fiber optic,Electronic check,2,1,1
C00688,14,40.23,Two year,No,Bank transfer,2,0,0
C00689,28,51.38,One year,Fiber optic,Mailed check,1,0,0
C00690,2,44.15,One year,No,Bank transfer,0,0,0
C00691,26,41.49,Month-to-month,DSL,Credit card,0,0,0
C00692,14,62.49,Month-to-month,DSL,Electronic check,2,0,0
C00693,59,110.78,Month-to-month,No,Electronic check,1,1,0
C00694,56,70.71,One year,DSL,Bank transfer,1,1,0
C00695,7,38.79,Two year,DSL,Mailed check,1,0,0
C00696,3,27.7,Two year,Fiber optic,Mailed check,1,0,1
C00697,23,89.62,Month-to-month,No,Credit card,2,0,1
C00698,18,58.28,Month-to-month,DSL,Electronic check,0,0,1
C00699,38,102.18,Two year,No,Bank transfer,2,0,1
C00700,15,85.95,One year,Fiber optic,Bank transfer,1,0,0
C00701,64,99.62,Month-to-month,Fiber optic,Electronic check,1,0,0
C00702,28,47.19,Month-to-month,No,Bank transfer,2,0,1
C00703,39,89.24,Month-to-month,Fiber optic,Electronic check,2,0,1
C00704,57,46.41,Month-to-month,DSL,Mailed check,1,0,0
C00705,17,113.91,Month-to-month,DSL,Mailed check,1,0,0
C00706,44,83.64,One year,Fiber optic,Bank transfer,0,0,0
C00707,25,52.45,Month-to-month,Fiber optic,Mailed check,1,0,1
C00708,17,46.95,Month-to-month,No,Mailed check,1,0,0
C00709,13,39.09,Month-to-month,Fiber optic,Credit card,1,0,1
C00710,25,89.46,Two year,Fiber optic,Electronic check,2,0,0
C00711,68,41.87,One year,Fiber optic,Electronic check,1,0,0
C00712,10,79.53,Month-to-month,DSL,Bank transfer,0,0,1
C00713,67,46.46,Two year,DSL,Electronic check,1,0,0
C00714,18,86.2,Two year,No,Credit card,3,0,0
C00715,34,101.49,Month-to-month,DSL,Bank transfer,3,0,1
C00716,8,97.8,Month-to-month,DSL,Bank transfer,0,0,1
C00717,40,96.09,One year,Fiber optic,Electronic check,2,0,0
C00718,42,38.77,Two year,Fiber optic,Mailed check,0,0,0
C00719,41,28.84,Two year,No,Mailed check,2,1,0
C00720,6,89.89,Two year,DSL,Mailed check,3,0,0
C00721,52,56.83,One year,DSL,Mailed check,0,0,0
C00722,26,63.23,Month-to-month,DSL,Credit card,1,0,1
C00723,64,23.11,Month-to-month,Fiber optic,Bank transfer,1,0,0
C00724,59,45.96,Month-to-month,Fiber optic,Mailed check,1,0,0
C00725,56,23.37,Month-to-month,Fiber optic,Credit card,0,0,1
C00726,59,107.92,One year,No,Bank transfer,1,0,0
C00727,70,44.34,One year,No,Electronic check,2,0,0
C00728,33,75.73,One year,DSL,Electronic check,2,0,0
C00729,53,23.9,Month-to-month,Fiber optic,Credit card,2,0,0
C00730,22,,One year,Fiber optic,Bank transfer,2,1,1
C00731,21,52.3,Month-to-month,No,Mailed check,2,0,1
C00732,70,109.79,Month-to-month,No,Bank transfer,0,0,0
C00733,70,108.81,One year,DSL,Mailed check,3,1,0
C00734,4,52.53,One year,Fiber optic,Credit card,2,0,1
C00735,62,110.1,Two year,Fiber optic,Mailed check,0,0,0
C00736,62,119.62,Month-to-month,DSL,Credit card,5,1,0
C00737,24,102.54,Month-to-month,DSL,Bank transfer,2,0,1
C00738,55,104.49,Month-to-month,Fiber optic,Bank transfer,1,0,1
C00739,9,44.9,Month-to-month,Fiber optic,Mailed check,2,0,1
C00740,3,77.67,Two year,DSL,Bank transfer,2,0,0
C00741,31,26.73,One year,Fiber optic,Mailed check,1,0,1
C00742,40,29.49,Two year,DSL,Bank transfer,0,0,0
C00743,36,,Month-to-month,Fiber optic,Electronic check,1,1,1
C00744,24,52.66,Two year,DSL,Mailed check,3,1,0
C00745,6,94.82,Month-to-month,DSL,Credit card,0,1,1
C00746,66,100.67,Two year,Fiber optic,Electronic check,1,0,0
C00747,4,105.8,Month-to-month,DSL,Credit card,3,1,1
C00748,6,119.76,Month-to-month,Fiber optic,Bank transfer,1,0,0
C00749,51,44.15,Month-to-month,DSL,Electronic check,0,0,1
C00750,62,24.04,Two year,Fiber optic,Bank transfer,1,0,0
C00751,57,61.12,Month-to-month,DSL,Mailed check,1,0,0
C00752,66,33.01,Month-to-month,Fiber optic,Credit card,0,0,0
C00753,8,22.24,Two year,Fiber optic,Bank transfer,1,0,0
C00754,26,56.04,Month-to-month,DSL,Credit card,0,0,0
C00755,51,98.37,Month-to-month,Fiber optic,Credit card,1,0,1
C00756,45,,Month-to-month,DSL,Bank transfer,1,0,0
C00757,44,51.28,Month-to-month,,Mailed check,2,1,0
C00758,5,85.43,Two year,,Credit card,2,0,1
C00759,70,43.2,One year,Fiber optic,Bank transfer,2,0,0
C00760,26,21.44,Month-to-month,Fiber optic,Mailed check,1,0,0
C00761,68,96.44,Two year,No,Bank transfer,1,0,0
C00762,19,82.37,Month-to-month,,Mailed check,1,1,1
C00763,20,96.23,Month-to-month,Fiber optic,Credit card,1,0,1
C00764,12,23.89,Month-to-month,Fiber optic,Electronic check,3,0,0
C00765,47,,Month-to-month,No,Bank transfer,2,0,0
C00766,1,81.95,Month-to-month,Fiber optic,Credit card,3,1,1
C00767,14,76.34,Two year,DSL,Bank transfer,2,0,0
C00768,64,82.46,One year,No,Bank transfer,3,0,1
C00769,38,106.44,Month-to-month,Fiber optic,Mailed check,1,0,1
C00770,37,78.69,One year,No,Bank transfer,2,0,0
C00771,11,78.1,One year,No,Mailed check,1,1,0
C00772,3,119.07,Two year,DSL,Credit card,0,1,0
C00773,33,95.67,Two year,Fiber optic,Bank transfer,1,1,0
C00774,6,64.23,Month-to-month,DSL,Credit card,1,1,1
C00775,50,90.74,One year,DSL,Electronic check,3,0,0
C00776,10,58.92,One year,DSL,Credit card,2,0,1
C00777,5,42.89,One year,Fiber optic,Bank transfer,1,1,0
C00778,23,79.69,Month-to-month,DSL,Electronic check,1,0,0
C00779,10,112.82,Month-to-month,DSL,Mailed check,2,0,0
C00780,44,112.91,Month-to-month,Fiber optic,Electronic check,0,0,1
C00781,2,54.19,Month-to-month,DSL,Bank transfer,3,1,0
C00782,13,72.77,Month-to-month,DSL,Bank transfer,0,0,0
C00783,40,,One year,DSL,Credit card,1,1,0
C00784,2,119.56,Month-to-month,Fiber optic,Mailed check,0,0,1
C00785,65,118.11,One year,Fiber optic,Bank transfer,1,0,0
C00786,63,84.95,Month-to-month,DSL,Bank transfer,0,0,0
C00787,17,100.44,Two year,No,Mailed check,1,0,1
C00788,9,91.51,Month-to-month,Fiber optic,Mailed check,0,0,1
C00789,15,79.32,Month-to-month,DSL,Credit card,0,0,0
C00790,24,25.33,One year,DSL,Electronic check,0,0,0
C00791,38,65.48,Two year,Fiber optic,Mailed check,2,0,0
C00792,35,87.48,Two year,Fiber optic,Bank transfer,1,0,1
C00793,49,87.75,Month-to-month,DSL,Mailed check,0,0,0
C00794,69,57.31,Month-to-month,DSL,Bank transfer,0,0,0
C00795,62,114.17,Two year,No,Credit card,2,0,0
C00796,60,36.74,Month-to-month,DSL,Electronic check,1,0,1
C00797,50,70.04,One year,Fiber optic,Credit card,1,0,0
C00798,9,89.09,Month-to-month,No,Mailed check,2,0,1
C00799,34,89.71,Month-to-month,Fiber optic,Bank transfer,3,0,1
C00800,35,84.86,Month-to-month,DSL,Mailed check,0,0,0
C00801,1,47.53,Month-to-month,Fiber optic,Mailed check,2,0,1
C00802,40,35.62,One year,DSL,Mailed check,1,0,0
C00803,64,83.59,Two year,Fiber optic,Mailed check,1,0,0
C00804,22,79.93,Month-to-month,Fiber optic,Electronic check,1,0,1
C00805,60,37.94,Two year,No,Bank transfer,3,0,0
C00806,64,90.51,Month-to-month,No,Mailed check,2,0,1
C00807,11,65.52,Month-to-month,No,Bank transfer,0,0,0
C00808,14,86.78,Month-to-month,No,Electronic check,1,0,0
C00809,60,103.74,Two year,Fiber optic,Bank transfer,1,1,0
C00810,30,36.97,One year,,Bank transfer,1,1,0
C00811,35,21.91,One year,Fiber optic,Electronic check,0,1,0
C00812,37,97.91,Two year,Fiber optic,Mailed check,1,0,1
C00813,5,80.97,One year,No,Bank transfer,1,0,1
C00814,26,89.96,Two year,DSL,Credit card,4,0,0
C00815,62,103.82,One year,No,Bank transfer,1,0,0
C00816,4,100.28,Two year,No,Mailed check,2,0,0
C00817,42,116.09,Month-to-month,No,Credit card,1,0,0
C00818,18,73.59,Month-to-month,No,Mailed check,1,0,0
C00819,40,68.85,Month-to-month,DSL,Bank transfer,1,1,0
C00820,39,60.19,Month-to-month,DSL,Electronic check,2,0,0
C00821,14,35.37,One year,DSL,Mailed check,0,0,0
C00822,32,77.26,Month-to-month,DSL,Mailed check,0,0,0
C00823,51,47.7,One year,Fiber optic,Electronic check,2,0,0
C00824,38,112.13,Month-to-month,No,Bank transfer,2,0,1
C00825,23,78.32,Month-to-month,No,Mailed check,2,0,0
C00826,63,79.28,Month-to-month,Fiber optic,Bank transfer,2,0,0
C00827,15,55.49,Two year,DSL,Bank transfer,4,0,0
C00828,25,25.2,Month-to-month,DSL,Bank transfer,0,0,1
C00829,17,23.17,Month-to-month,DSL,Electronic check,2,0,1
C00830,66,62.33,One year,Fiber optic,Bank transfer,0,0,0
C00831,53,28.46,One year,Fiber optic,Bank transfer,0,0,1
C00832,51,80.68,Month-to-month,DSL,Credit card,1,0,0
C00833,39,108.1,Month-to-month,DSL,Credit card,2,0,1
C00834,51,108.29,Month-to-month,DSL,Credit card,0,0,0
C00835,70,85.9,Two year,Fiber optic,Mailed check,0,0,0
C00836,6,41.12,Month-to-month,Fiber optic,Mailed check,0,1,1
C00837,67,106.3,Month-to-month,Fiber optic,Credit card,0,1,0
C00838,7,108.61,Month-to-month,Fiber optic,Electronic check,1,1,0
C00839,51,39.67,Month-to-month,No,Electronic check,0,0,0
C00840,42,93.74,One year,DSL,Credit card,0,0,0
C00841,64,48.65,Month-to-month,Fiber optic,Mailed check,0,0,0
C00842,15,100.26,Month-to-month,Fiber optic,Mailed check,4,0,1
C00843,29,,Month-to-month,Fiber optic,Electronic check,1,1,0
C00844,33,23.0,Month-to-month,No,Bank transfer,1,0,1
C00845,27,109.74,Month-to-month,Fiber optic,Electronic check,1,1,0
C00846,36,82.26,Two year,Fiber optic,Bank transfer,1,0,0
C00847,29,117.34,One year,DSL,Mailed check,1,0,0
C00848,38,66.5,Two year,Fiber optic,Mailed check,2,1,0
C00849,57,104.74,Two year,DSL,Credit card,2,0,0
C00850,27,26.24,One year,,Mailed check,3,1,0
C00851,55,53.53,Month-to-month,Fiber optic,Bank transfer,2,0,1
C00852,33,26.7,One year,Fiber optic,Electronic check,1,0,0
C00853,68,117.53,Two year,DSL,Credit card,0,0,0
C00854,66,101.7,One year,Fiber optic,Bank transfer,2,1,0
C00855,10,105.25,Month-to-month,Fiber optic,Electronic check,0,0,1
C00856,5,113.8,Month-to-month,DSL,Electronic check,1,0,0
C00857,38,28.51,Two year,Fiber optic,Electronic check,3,0,0
C00858,13,58.56,One year,Fiber optic,Mailed check,3,0,0
C00859,31,27.1,Two year,Fiber optic,Electronic check,1,0,0
C00860,47,41.08,Month-to-month,Fiber optic,Mailed check,1,0,0
C00861,52,42.94,Month-to-month,DSL,Electronic check,0,0,0
C00862,56,66.91,Month-to-month,Fiber optic,Electronic check,0,0,1
C00863,15,46.86,One year,No,Mailed check,0,0,0
